pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-cbda3e,13.020998,77.61155,F-02-03,D-020302,,,LT-8m-Steel,W-017,560035,KSPDB-D-020302-P-cbda3e
P-3f9198,13.020856,77.6119,F-02-03,D-020302,,,LT-9m-Steel,W-111,560097,KSPDB-D-020302-P-3f9198
P-4441d2,13.02069,77.612215,F-02-03,D-020302,,,LT-8m-Steel,W-106,560022,KSPDB-D-020302-P-4441d2
P-6f4191,13.020536,77.612522,F-02-03,D-020302,,,LT-9m-PCC,W-061,560086,KSPDB-D-020302-P-6f4191
P-6a5064,13.020429,77.612905,F-02-03,D-020302,,,LT-9m-PCC,W-113,560074,KSPDB-D-020302-P-6a5064
P-9614cd,13.020298,77.613262,F-02-03,D-020302,,,LT-9m-PCC,W-012,560026,
P-d757d2,13.020134,77.613575,F-02-03,D-020302,,,LT-9m-Steel,W-070,560096,KSPDB-D-020302-P-d757d2
P-60dca5,13.019981,77.613912,F-02-03,D-020302,,,LT-9m-Steel,W-056,560057,KSPDB-D-020302-P-60dca5
P-e4fa50,13.019817,77.614276,F-02-03,D-020302,,,LT-9m-PCC,W-090,560039,KSPDB-D-020302-P-e4fa50
P-3aa818,13.019693,77.61465,F-02-03,D-020302,,,LT-8m-Steel,W-102,560054,KSPDB-D-020302-P-3aa818
P-f80a26,13.019569,77.615011,F-02-03,D-020302,,,LT-9m-Steel,W-103,560099,
P-ff071a,13.019449,77.615356,F-02-03,D-020302,,,LT-9m-Steel,W-013,560042,KSPDB-D-020302-P-ff071a
P-d1e25a,13.019283,77.615743,F-02-03,D-020302,,,LT-8m-Steel,W-099,560020,KSPDB-D-020302-P-d1e25a
P-6ca2df,13.019569,77.615499,F-02-03,D-020302,,,LT-8m-Steel,W-077,560062,KSPDB-D-020302-P-6ca2df
P-8551fd,13.019889,77.615284,F-02-03,D-020302,,,LT-8m-Steel,W-025,,KSPDB-D-020302-P-8551fd
P-a156d7,13.02019,77.615099,F-02-03,D-020302,,,LT-9m-Steel,W-102,,KSPDB-D-020302-P-a156d7
P-1e4a78,13.02047,77.614932,F-02-03,D-020302,,,LT-9m-Steel,W-016,560058,KSPDB-D-020302-P-1e4a78
P-b382d0,13.020747,77.614677,F-02-03,D-020302,,,LT-9m-Steel,W-027,560050,KSPDB-D-020302-P-b382d0
P-dde98c,13.02099,77.614459,F-02-03,D-020302,,,LT-8m-Steel,W-047,560064,KSPDB-D-020302-P-dde98c
P-f61b63,13.019139,77.616091,F-02-03,D-020302,,,LT-9m-Steel,W-075,560078,
P-7b82c0,13.018968,77.616383,F-02-03,D-020302,,,LT-8m-Steel,W-073,560045,KSPDB-D-020302-P-7b82c0
P-217939,13.018765,77.616696,F-02-03,D-020302,,,LT-9m-Steel,W-051,560062,KSPDB-D-020302-P-217939
P-6ad5d5,13.018708,77.616436,F-02-03,D-020302,,,LT-9m-Steel,W-101,560032,KSPDB-D-020302-P-6ad5d5
P-d9d680,13.018554,77.616176,F-02-03,D-020302,,,LT-8m-Steel,W-072,560042,KSPDB-D-020302-P-d9d680
P-3fdf34,13.018396,77.615862,F-02-03,D-020302,,,LT-8m-Steel,W-074,560060,
P-49d673,13.018316,77.615584,F-02-03,D-020302,,,LT-9m-Steel,W-018,560094,KSPDB-D-020302-P-49d673
P-1c1c69,13.018257,77.615294,F-02-03,D-020302,,,LT-9m-PCC,W-096,560099,KSPDB-D-020302-P-1c1c69
P-e52886,13.018606,77.61709,F-02-03,D-020302,,,LT-9m-PCC,W-013,560061,KSPDB-D-020302-P-e52886
P-649f22,13.018494,77.617475,F-02-03,D-020302,,,LT-8m-Steel,W-103,560099,KSPDB-D-020302-P-649f22
P-f34102,13.018363,77.617835,F-02-03,D-020302,,,LT-9m-Steel,W-091,560059,KSPDB-D-020302-P-f34102
P-ea9197,13.018228,77.618161,F-02-03,D-020302,,,LT-9m-Steel,W-001,560028,KSPDB-D-020302-P-ea9197
P-958a88,13.018081,77.618506,F-02-03,D-020302,,,LT-8m-Steel,W-119,560021,KSPDB-D-020302-P-958a88
P-450514,13.017901,77.618797,F-02-03,D-020302,,,LT-9m-PCC,W-034,560020,KSPDB-D-020302-P-450514
P-fb5d82,13.017867,77.618937,F-02-03,D-020302,,,LT-9m-Steel,W-005,560061,
P-1c8045,13.017813,77.619087,F-02-03,D-020302,,,LT-9m-Steel,W-084,560086,KSPDB-D-020302-P-1c8045
P-bf25d2,13.017751,77.619207,F-02-03,D-020302,,,LT-9m-PCC,W-100,560091,KSPDB-D-020302-P-bf25d2
P-5af91f,13.017764,77.619388,F-02-03,D-020302,,,LT-8m-Steel,W-057,,KSPDB-D-020302-P-5af91f
P-2b294d,13.017701,77.619156,F-02-03,D-020302,,,LT-9m-Steel,W-120,560046,KSPDB-D-020302-P-2b294d
P-c66365,13.017596,77.619539,F-02-03,D-020302,,,LT-9m-PCC,W-005,560075,
P-9ced76,13.0174,77.619891,F-02-03,D-020302,,,LT-9m-Steel,W-090,560031,KSPDB-D-020302-P-9ced76
P-9b4d74,13.017267,77.620273,F-02-03,D-020302,,,LT-9m-Steel,W-005,560093,KSPDB-D-020302-P-9b4d74
P-91d544,13.017069,77.620609,F-02-03,D-020302,,,LT-9m-PCC,W-021,560045,KSPDB-D-020302-P-91d544
P-ef5d67,13.016944,77.62098,F-02-03,D-020302,,,LT-8m-Steel,W-046,560061,KSPDB-D-020302-P-ef5d67
P-ac9d91,13.016766,77.62128,F-02-03,D-020302,,,LT-9m-Steel,W-026,560018,KSPDB-D-020302-P-ac9d91
P-117dca,13.016609,77.621605,F-02-03,D-020302,,,LT-9m-PCC,W-071,560081,KSPDB-D-020302-P-117dca
P-4176a8,13.016785,77.621299,F-02-03,D-020302,,,LT-9m-Steel,W-045,560045,KSPDB-D-020302-P-4176a8
P-e8b262,13.01664,77.621651,F-02-03,D-020302,,,LT-9m-PCC,W-078,560068,
P-ffd3af,13.016514,77.621959,F-02-03,D-020302,,,LT-8m-Steel,W-074,,KSPDB-D-020302-P-ffd3af
P-29619b,13.020076,77.615906,F-02-03,D-020303,1,,LT-9m-PCC,W-053,560081,
P-c2d587,13.020273,77.615816,F-02-03,D-020303,2,P-29619b,LT-9m-PCC,W-065,560024,KSPDB-D-020303-P-c2d587
P-05d3bf,13.020495,77.615721,F-02-03,D-020303,3,P-c2d587,LT-9m-Steel,W-033,560083,KSPDB-D-020303-P-05d3bf
P-8139b5,13.020701,77.615643,F-02-03,D-020303,4,P-05d3bf,LT-8m-Steel,W-089,560058,KSPDB-D-020303-P-8139b5
P-3adf2f,13.020863,77.615489,F-02-03,D-020303,5,P-8139b5,LT-9m-Steel,W-062,560053,KSPDB-D-020303-P-3adf2f
P-f77c1d,13.021079,77.615407,F-02-03,D-020303,6,P-3adf2f,LT-8m-Steel,W-088,560085,KSPDB-D-020303-P-f77c1d
P-5010cf,13.021236,77.615303,F-02-03,D-020303,7,P-f77c1d,LT-9m-PCC,W-062,560018,KSPDB-D-020303-P-5010cf
P-3f4007,13.021412,77.615195,F-02-03,D-020303,8,P-5010cf,LT-8m-Steel,W-082,560038,
P-ce640d,13.021651,77.615035,F-02-03,D-020303,9,P-3f4007,LT-9m-Steel,W-090,560050,KSPDB-D-020303-P-ce640d
P-0a7251,13.021874,77.614914,F-02-03,D-020303,10,P-ce640d,LT-8m-Steel,W-046,560011,KSPDB-D-020303-P-0a7251
P-bab7ca,13.022113,77.61477,F-02-03,D-020303,11,P-0a7251,LT-9m-Steel,W-107,560046,KSPDB-D-020303-P-bab7ca
P-c6ab58,13.022262,77.614689,F-02-03,D-020303,12,P-bab7ca,LT-9m-PCC,W-052,560053,KSPDB-D-020303-P-c6ab58
P-2115ce,13.022422,77.614615,F-02-03,D-020303,13,P-c6ab58,LT-9m-PCC,W-071,560070,KSPDB-D-020303-P-2115ce
P-8e51c1,13.022595,77.614499,F-02-03,D-020303,14,P-2115ce,LT-8m-Steel,W-046,560083,KSPDB-D-020303-P-8e51c1
P-37f944,13.022839,77.614377,F-02-03,D-020303,15,P-8e51c1,LT-8m-Steel,W-024,560097,KSPDB-D-020303-P-37f944
P-360bfd,13.023027,77.614254,F-02-03,D-020303,16,P-37f944,LT-9m-PCC,W-064,560040,KSPDB-D-020303-P-360bfd
P-b77b0a,13.023202,77.614128,F-02-03,D-020303,17,P-360bfd,LT-9m-Steel,W-031,560036,KSPDB-D-020303-P-b77b0a
P-b01dcd,13.02336,77.614052,F-02-03,D-020303,18,P-b77b0a,LT-9m-PCC,W-026,560089,KSPDB-D-020303-P-b01dcd
P-7c2c74,13.023595,77.613969,F-02-03,D-020303,19,P-b01dcd,LT-8m-Steel,W-020,560025,KSPDB-D-020303-P-7c2c74
P-7817d6,13.023786,77.613848,F-02-03,D-020303,20,P-7c2c74,LT-9m-PCC,W-087,560073,KSPDB-D-020303-P-7817d6
P-653499,13.023949,77.613696,F-02-03,D-020303,21,P-7817d6,LT-9m-Steel,W-001,560079,KSPDB-D-020303-P-653499
P-99e774,13.024158,77.613561,F-02-03,D-020303,22,P-653499,LT-9m-PCC,W-109,560089,KSPDB-D-020303-P-99e774
P-4848e7,13.02434,77.613421,F-02-03,D-020303,23,P-99e774,LT-8m-Steel,W-064,560083,KSPDB-D-020303-P-4848e7
P-9a3018,13.02454,77.613311,F-02-03,D-020303,24,P-4848e7,LT-8m-Steel,W-063,560075,KSPDB-D-020303-P-9a3018
P-c94d78,13.024714,77.613218,F-02-03,D-020303,25,P-9a3018,LT-8m-Steel,W-051,560083,KSPDB-D-020303-P-c94d78
P-12246e,13.024929,77.61309,F-02-03,D-020303,26,P-c94d78,LT-9m-PCC,W-007,560064,KSPDB-D-020303-P-12246e
P-226a7e,13.02516,77.612928,F-02-03,D-020303,27,P-12246e,LT-8m-Steel,W-070,560054,KSPDB-D-020303-P-226a7e
P-1165ed,13.025359,77.612845,F-02-03,D-020303,28,P-226a7e,LT-8m-Steel,W-111,560032,KSPDB-D-020303-P-1165ed
P-6fcc76,13.025574,77.612672,F-02-03,D-020303,29,P-1165ed,LT-8m-Steel,W-016,560068,KSPDB-D-020303-P-6fcc76
P-e28040,13.025913,77.61278,F-02-03,D-020303,30,P-6fcc76,LT-8m-Steel,W-089,,KSPDB-D-020303-P-e28040
P-4bd7fc,13.026261,77.61287,F-02-03,D-020303,31,P-e28040,LT-9m-Steel,W-027,560022,KSPDB-D-020303-P-4bd7fc
P-94414c,13.025796,77.612493,F-02-03,D-020303,32,P-6fcc76,LT-8m-Steel,W-047,560043,KSPDB-D-020303-P-94414c
P-37f846,13.025983,77.612379,F-02-03,D-020303,33,P-94414c,LT-9m-PCC,W-071,560044,KSPDB-D-020303-P-37f846
P-ff94ff,13.026195,77.61225,F-02-03,D-020303,34,P-37f846,LT-8m-Steel,W-079,560033,KSPDB-D-020303-P-ff94ff
P-34fc12,13.026343,77.612129,F-02-03,D-020303,35,P-ff94ff,LT-8m-Steel,W-055,560099,KSPDB-D-020303-P-34fc12
P-6ecdaf,13.026476,77.612154,F-02-03,D-020303,36,P-34fc12,LT-8m-Steel,W-047,560045,KSPDB-D-020303-P-6ecdaf
P-8a2268,13.026653,77.612172,F-02-03,D-020303,37,P-6ecdaf,LT-8m-Steel,W-024,560083,KSPDB-D-020303-P-8a2268
P-e67399,13.026854,77.612163,F-02-03,D-020303,38,P-8a2268,LT-9m-Steel,W-030,560044,KSPDB-D-020303-P-e67399
P-3080ca,13.027054,77.612191,F-02-03,D-020303,39,P-e67399,LT-9m-PCC,W-072,560058,KSPDB-D-020303-P-3080ca
P-0e6ff6,13.027182,77.612228,F-02-03,D-020303,40,P-3080ca,LT-9m-PCC,W-019,560029,KSPDB-D-020303-P-0e6ff6
P-bd642b,13.027312,77.612238,F-02-03,D-020303,41,P-0e6ff6,LT-8m-Steel,W-104,,KSPDB-D-020303-P-bd642b
P-042264,13.026574,77.611958,F-02-03,D-020303,42,P-34fc12,LT-8m-Steel,W-064,560090,KSPDB-D-020303-P-042264
P-c4aa1b,13.02677,77.611804,F-02-03,D-020303,43,P-042264,LT-9m-Steel,W-069,560072,KSPDB-D-020303-P-c4aa1b
P-28eee6,13.026949,77.611711,F-02-03,D-020303,44,P-c4aa1b,LT-8m-Steel,W-033,560082,KSPDB-D-020303-P-28eee6
P-b272ae,13.02667,77.61158,F-02-03,D-020303,45,P-28eee6,LT-9m-PCC,W-051,560030,KSPDB-D-020303-P-b272ae
P-04406e,13.026334,77.611461,F-02-03,D-020303,46,P-b272ae,LT-9m-PCC,W-028,560070,KSPDB-D-020303-P-04406e
P-6e3c77,13.027149,77.611577,F-02-03,D-020303,47,P-28eee6,LT-9m-Steel,W-013,560052,KSPDB-D-020303-P-6e3c77
P-682ba0,13.027356,77.611488,F-02-03,D-020303,48,P-6e3c77,LT-8m-Steel,W-047,560081,
P-d6413c,13.027692,77.611319,F-02-03,D-020303,49,P-682ba0,LT-8m-Steel,W-045,,KSPDB-D-020303-P-d6413c
P-9ce54d,13.027992,77.611106,F-02-03,D-020303,50,P-d6413c,LT-9m-PCC,W-045,560087,KSPDB-D-020303-P-9ce54d
P-8b1002,13.02833,77.610936,F-02-03,D-020303,51,P-9ce54d,LT-9m-PCC,W-074,560093,KSPDB-D-020303-P-8b1002
P-916dba,13.0286,77.610752,F-02-03,D-020303,52,P-8b1002,LT-9m-Steel,W-023,560046,KSPDB-D-020303-P-916dba
P-faa15b,13.02891,77.610529,F-02-03,D-020303,53,P-916dba,LT-8m-Steel,W-042,560072,KSPDB-D-020303-P-faa15b
P-9926a1,13.029241,77.610289,F-02-03,D-020303,54,P-faa15b,LT-9m-Steel,W-058,560058,KSPDB-D-020303-P-9926a1
P-554ad6,13.027525,77.611324,F-02-03,D-020303,55,P-682ba0,LT-9m-Steel,W-037,560028,KSPDB-D-020303-P-554ad6
